v1,v2,I
-1.680882,-0.643000,-0.996438
-1.642064,-0.719168,-1.126464
-1.686925,-0.811002,-1.252816
-1.704988,-0.804581,-1.390536
-1.706674,-0.879978,-1.522483
-1.692942,-0.871451,-1.651943
-1.660832,-0.909739,-1.773530
-1.614987,-0.881001,-1.884854
-1.549949,-0.877971,-1.981256
-1.471194,-0.815731,-2.061175
-1.377465,-0.765855,-2.118691
-1.265858,-0.656987,-2.153491
-1.152766,-0.554673,-2.158393
-1.025854,-0.386510,-2.134052
-0.896274,-0.230999,-2.073544
-0.757013,-0.015608,-1.978029
-0.634933,0.180640,-1.843711
-0.488963,0.405089,-1.673302
-0.359882,0.587020,-1.467977
-0.240316,0.762396,-1.232041
-0.128689,0.878743,-0.974969
-0.026720,0.957403,-0.703069
0.062885,0.986923,-0.430194
0.151795,0.980914,-0.165433
0.239801,0.943626,0.080633
0.332762,0.881934,0.300845
0.432271,0.798648,0.489344
0.538340,0.697040,0.642556
0.650920,0.581790,0.758961
0.770000,0.462352,0.840057
0.888451,0.352346,0.890703
0.963919,0.266965,0.918618
0.995868,0.211576,0.930282
1.022854,0.176873,0.931434
1.052172,0.156314,0.927620
1.081395,0.150916,0.922216
1.111153,0.156973,0.918101
1.142308,0.172620,0.917589
1.174264,0.195296,0.922280
1.200848,0.223499,0.933275
1.225069,0.254137,0.950565
1.247393,0.283836,0.974136
1.269383,0.312373,1.003263
1.281648,0.338576,1.037294
1.290117,0.361674,1.074497
1.298780,0.377400,1.113831
1.294895,0.389266,1.154072
1.290120,0.395504,1.192904
1.279340,0.392595,1.229695
1.255906,0.385918,1.262450
1.230512,0.369581,1.289308
1.193505,0.344255,1.309326
1.160783,0.312167,1.320144
1.127150,0.269916,1.321790
1.074664,0.227844,1.313321
1.032587,0.178616,1.293155
0.977853,0.122442,1.262629
0.924992,0.068728,1.219832
0.875477,0.007864,1.166066
0.825889,-0.046896,1.101873
0.779236,-0.100012,1.028123
0.736628,-0.145784,0.946831
0.697742,-0.184610,0.859614
0.667781,-0.213972,0.768837
0.641359,-0.233286,0.677049
0.623824,-0.241988,0.586488
0.614822,-0.240562,0.499902
0.614680,-0.228637,0.419534
0.623865,-0.207291,0.347595
0.643482,-0.177052,0.285977
0.672479,-0.138903,0.236304
0.711845,-0.093969,0.199768
0.760276,-0.043237,0.177341
0.819729,0.011981,0.169515
0.889492,0.071113,0.176735
0.962803,0.133311,0.199061
1.043240,0.196884,0.236069
1.127294,0.261740,0.287651
1.212800,0.327124,0.353061
1.296914,0.392814,0.431763
1.380728,0.458286,0.522880
1.444205,0.523713,0.625827
1.556938,0.585972,0.737853
1.592100,0.650874,0.864071
1.644251,0.725771,0.993460
1.680920,0.767455,1.132181
1.712491,0.825821,1.272358
1.717186,0.858202,1.413797
1.720033,0.899179,1.551857
1.690154,0.907129,1.685204
1.650975,0.925917,1.808036
1.604424,0.896283,1.919003
1.526001,0.876742,2.013337
1.443239,0.817437,2.088839
1.329829,0.743584,2.141171
1.227361,0.639517,2.166963
1.099336,0.498708,2.163220
0.962093,0.347552,2.125652
0.829677,0.148648,2.052314
0.688662,-0.057530,1.940112
0.548506,-0.282125,1.788809
0.416524,-0.495965,1.599680
0.288905,-0.689487,1.376306
0.170080,-0.839850,1.125038
0.061163,-0.944641,0.854108
-0.038100,-0.999836,0.574743
-0.130735,-1.012816,0.298125
-0.221849,-0.990124,0.035453
-0.316923,-0.939583,-0.204440
-0.418901,-0.865403,-0.414569
-0.528289,-0.770820,-0.590179
-0.644963,-0.659535,-0.728608
-0.769039,-0.539488,-0.830082
-0.897149,-0.423545,-0.898345
-0.992599,-0.328322,-0.940720
-1.030386,-0.264323,-0.964661
-1.057200,-0.225034,-0.975624
-1.084286,-0.198890,-0.979968
-1.111639,-0.188672,-0.981100
-1.135029,-0.189269,-0.982052
-1.172230,-0.199550,-0.984808
-1.191522,-0.217082,-0.992333
-1.214076,-0.242961,-1.003686
-1.234252,-0.264263,-1.020610
-1.251300,-0.290240,-1.042175
-1.259586,-0.311595,-1.067835
-1.267624,-0.331427,-1.096394
-1.274836,-0.343902,-1.126908
-1.254293,-0.354893,-1.158378
-1.262695,-0.357413,-1.187049
-1.252601,-0.347885,-1.215527
-1.231304,-0.348305,-1.239473
-1.207306,-0.330000,-1.258987
-1.173312,-0.311034,-1.272730
-1.135164,-0.280219,-1.278410
-1.105763,-0.243448,-1.275551
-1.063337,-0.200924,-1.263824
-1.022231,-0.159342,-1.242010
-0.977468,-0.109845,-1.210743
-0.928662,-0.063078,-1.169674
-0.884582,-0.012323,-1.118857
-0.839983,0.035396,-1.059571
-0.797913,0.079917,-0.992194
-0.759174,0.119513,-0.918535
-0.727266,0.152520,-0.840004
-0.699911,0.177432,-0.758831
-0.678612,0.193254,-0.676931
-0.664771,0.200154,-0.596619
-0.655101,0.197640,-0.520060
-0.666451,0.186961,-0.449031
-0.672577,0.165401,-0.386531
-0.692710,0.137683,-0.332698
-0.722055,0.102356,-0.290307
-0.760535,0.061102,-0.259583
-0.807861,0.014360,-0.241833
-0.863412,-0.036638,-0.237373
-0.926563,-0.091162,-0.246627
-0.995455,-0.148303,-0.269607
-1.068978,-0.207283,-0.306169
-1.145276,-0.267457,-0.355997
-1.222495,-0.328313,-0.418608
-1.298616,-0.389403,-0.493398
-1.371605,-0.450295,-0.579618
-1.431017,-0.510440,-0.676357
-1.503915,-0.567473,-0.781610
-1.557715,-0.622143,-0.896254
-1.601423,-0.679666,-1.016564
-1.641819,-0.726985,-1.142097
-1.653225,-0.772045,-1.270875
-1.658866,-0.809427,-1.398337
-1.650150,-0.827441,-1.523244
-1.629317,-0.841274,-1.641167
-1.578749,-0.834362,-1.749959
-1.531409,-0.819624,-1.844734
-1.459802,-0.768078,-1.924444
-1.377681,-0.721796,-1.983733
-1.279465,-0.626906,-2.021914
-1.177245,-0.534267,-2.033417
-1.053832,-0.390783,-2.017927
-0.938647,-0.252067,-1.969953
-0.808845,-0.062490,-1.890111
-0.685782,0.109049,-1.775243
-0.561109,0.309704,-1.626877
-0.436282,0.477954,-1.447309
-0.328022,0.637942,-1.238707
-0.223388,0.754954,-1.010033
-0.128796,0.836479,-0.766248
-0.044008,0.877432,-0.518736
0.032829,0.884285,-0.275635
0.105526,0.860812,-0.046480
0.178456,0.813220,0.161903
0.254486,0.744799,0.343674
0.334344,0.658707,0.494953
0.417810,0.557593,0.613218
0.504763,0.446613,0.697899
0.595411,0.333512,0.750603
0.688490,0.228883,0.775413
0.770906,0.143639,0.778528
0.819156,0.084520,0.766737
0.849587,0.048727,0.745295
0.881296,0.030110,0.719553
0.917978,0.026734,0.693740
0.959561,0.037207,0.671179
1.005378,0.059861,0.654727
1.054551,0.092779,0.646637
1.105963,0.133934,0.648608
1.158460,0.181270,0.661746
1.210403,0.232751,0.686613
1.263497,0.286348,0.723194
1.310374,0.340653,0.771291
1.345354,0.393921,0.829587
1.390961,0.441588,0.896169
1.424793,0.484216,0.970930
1.444030,0.526706,1.050650
1.464100,0.558336,1.133528
1.479401,0.582411,1.218154
1.466437,0.601727,1.302108
1.453781,0.611809,1.381685
1.428355,0.601962,1.455903
1.394059,0.588797,1.520913
1.346848,0.555350,1.575111
1.297550,0.515021,1.615722
1.217868,0.454404,1.641426
1.161375,0.388484,1.648216
1.068465,0.291595,1.637370
0.997548,0.208596,1.604012
0.911847,0.087050,1.550821
0.824304,-0.008427,1.475745
0.738239,-0.128140,1.379654
0.655665,-0.227221,1.264939
0.575574,-0.326728,1.132387
0.504341,-0.404797,0.986700
0.438285,-0.468866,0.830807
0.382296,-0.510007,0.670200
0.336760,-0.532348,0.509349
0.301390,-0.533354,0.353773
0.276395,-0.516703,0.207814
0.261471,-0.483102,0.075846
0.255722,-0.435562,-0.038939
0.258845,-0.375775,-0.133892
0.270727,-0.306251,-0.207307
0.291857,-0.229044,-0.258139
0.323148,-0.146750,-0.286119
0.365742,-0.061967,-0.291641
0.420871,0.022371,-0.275791
0.489779,0.103488,-0.240248
0.573686,0.178893,-0.187205
0.673801,0.246888,-0.119171
0.791167,0.306866,-0.038728
0.925588,0.359747,0.051825
1.070975,0.408143,0.150849
1.206910,0.455761,0.257500
1.323197,0.504973,0.371045
1.421483,0.557463,0.491468
1.518570,0.612455,0.618856
1.608932,0.671258,0.754406
1.684312,0.736074,0.897924
1.751047,0.803650,1.048997
1.844333,0.870232,1.207186
1.842247,0.940402,1.375303
1.863451,1.028896,1.541081
1.855314,1.040787,1.709734
1.815033,1.107867,1.869288
1.796400,1.092754,2.019937
1.729294,1.105932,2.156281
1.652926,1.083981,2.277415
1.560954,1.046738,2.377952
1.426303,0.977346,2.456367
1.304168,0.896702,2.506617
1.149538,0.739567,2.527515
0.984247,0.600488,2.508290
0.819405,0.346773,2.452014
0.650249,0.113206,2.341899
0.483285,-0.228053,2.183639
0.318078,-0.527790,1.968725
0.160208,-0.856201,1.702308
0.009577,-1.095707,1.392511
-0.125640,-1.270689,1.044525
-0.256099,-1.350552,0.679531
-0.385246,-1.366582,0.311143
-0.521963,-1.330711,-0.038768
-0.672165,-1.261209,-0.357886
-0.837260,-1.161124,-0.634852
-1.017363,-1.036898,-0.864373
-1.210357,-0.898335,-1.045693
-1.355126,-0.770560,-1.186068
-1.401699,-0.684425,-1.296567
-1.432798,-0.641781,-1.385776
-1.456604,-0.604783,-1.462935
-1.472767,-0.593155,-1.531181
-1.474464,-0.582198,-1.593477
-1.469358,-0.581548,-1.650320
-1.450300,-0.569746,-1.701727
-1.432304,-0.559361,-1.746089
-1.381460,-0.530995,-1.782944
-1.345822,-0.506117,-1.808110
-1.273851,-0.442093,-1.822228
-1.212233,-0.397971,-1.819728
-1.147171,-0.298194,-1.801429
-1.056124,-0.225756,-1.764751
-0.981317,-0.116775,-1.707531
-0.893516,-0.010874,-1.631367
-0.805614,0.098416,-1.533919
-0.718408,0.207925,-1.417599
-0.636117,0.309006,-1.283121
-0.556257,0.398768,-1.133589
-0.485420,0.470875,-0.972181
-0.420338,0.524334,-0.803534
-0.367376,0.556428,-0.632273
-0.322946,0.568050,-0.463838
-0.289079,0.559888,-0.303002
-0.265452,0.534245,-0.154454
-0.251554,0.492834,-0.022008
-0.246676,0.438009,0.091235
-0.250347,0.371727,0.183001
-0.262597,0.296238,0.251799
-0.284013,0.213775,0.296878
-0.315561,0.126980,0.318226
-0.358397,0.038735,0.316545
-0.413714,-0.047835,0.293239
-0.482699,-0.129735,0.250341
-0.566548,-0.204421,0.190394
-0.666442,-0.270242,0.116240
-0.783384,-0.326792,0.030747
-0.917352,-0.375273,-0.063571
-1.062673,-0.418695,-0.164968
-1.198710,-0.461246,-0.272624
-1.312325,-0.505750,-0.385927
-1.412524,-0.553746,-0.504843
-1.507043,-0.605413,-0.630204
-1.596371,-0.661885,-0.762749
-1.664287,-0.724004,-0.903064
-1.737386,-0.788981,-1.049800
-1.804723,-0.850857,-1.204418
-1.827364,-0.921785,-1.365205
-1.854027,-0.987757,-1.527278
-1.841306,-1.026790,-1.690776
-1.814611,-1.078005,-1.847257
-1.787005,-1.077054,-1.995680
-1.722741,-1.088964,-2.130591
-1.653689,-1.066679,-2.250274
-1.544819,-1.028633,-2.350079
-1.426710,-0.969374,-2.426941
-1.297069,-0.863645,-2.476980
-1.154812,-0.738954,-2.494393
-0.988330,-0.558127,-2.477058
-0.831266,-0.355849,-2.416318
-0.662585,-0.075690,-2.310161
-0.501925,0.205825,-2.150993
-0.338367,0.535894,-1.940711
-0.181887,0.818938,-1.680888
-0.032749,1.067472,-1.376218
0.097874,1.227391,-1.039347
0.227740,1.311867,-0.682287
0.353253,1.327869,-0.324476
0.484910,1.297104,0.017646
0.628958,1.230322,0.329528
0.787225,1.135186,0.601582
0.959883,1.014613,0.827546
1.146176,0.879138,1.006411
1.307638,0.749402,1.143896
1.363834,0.656073,1.251169
1.395431,0.609824,1.336079
1.425019,0.570699,1.408361
1.434040,0.556245,1.472100
1.447630,0.547002,1.528998
1.443777,0.539283,1.581980
1.428656,0.538683,1.629566
1.420167,0.523971,1.671556
1.380521,0.506582,1.707653
1.340909,0.486236,1.734133
1.290676,0.438279,1.750667
1.233214,0.392476,1.754003
1.166786,0.321757,1.742933
1.102313,0.249492,1.715515
1.014463,0.158397,1.671164
0.937695,0.069939,1.607577
0.858083,-0.039612,1.525620
0.775896,-0.134205,1.425366
0.699239,-0.234208,1.307492
0.622120,-0.318897,1.175333
0.551561,-0.393709,1.030263
0.489718,-0.451343,0.877048
0.436256,-0.491156,0.719200
0.391295,-0.511487,0.561688
0.356760,-0.513758,0.408849
0.333363,-0.498623,0.265243
0.320467,-0.467857,0.134668
0.317588,-0.423254,0.020417
0.325105,-0.366877,-0.075006
0.342852,-0.300529,-0.149737
0.371248,-0.226373,-0.202663
0.411128,-0.146519,-0.233293
0.463681,-0.063391,-0.241792
0.530206,0.020565,-0.228906
0.612622,0.102884,-0.195931
0.711085,0.181636,-0.144546
0.825291,0.255237,-0.076763
0.955613,0.323392,0.005409
1.098285,0.387455,0.100326
1.231457,0.450049,0.206891
1.349117,0.511925,0.323623
1.459798,0.574716,0.450041
1.563953,0.639650,0.586235
1.659579,0.708672,0.732186
1.742253,0.781876,0.887877
1.818539,0.857790,1.052594
1.870304,0.933651,1.225929
1.909146,1.010104,1.404349
1.921738,1.072527,1.585928
1.928826,1.132331,1.765342
1.903603,1.166222,1.940728
1.851260,1.209060,2.105873
1.788984,1.206220,2.258747
1.690823,1.204263,2.393247
1.574891,1.164903,2.508879
1.443040,1.110953,2.599120
1.299981,1.009686,2.663905
1.135599,0.894508,2.695220
0.967649,0.715124,2.693353
0.787377,0.508446,2.645366
0.602824,0.214281,2.549744
0.418751,-0.113313,2.392210
0.244551,-0.518738,2.172753
0.074676,-0.902322,1.889505
-0.085303,-1.241121,1.549159
-0.235509,-1.458752,1.163907
-0.380415,-1.562836,0.747576
-0.528939,-1.573955,0.326726
-0.690689,-1.528189,-0.075683
-0.870115,-1.442626,-0.439822
-1.067889,-1.325583,-0.754038
-1.283645,-1.183168,-1.012291
-1.477164,-1.035272,-1.217619
-1.542997,-0.919097,-1.381882
-1.580769,-0.865403,-1.516019
-1.606300,-0.817138,-1.633125
-1.622821,-0.805794,-1.737020
-1.624396,-0.789862,-1.832430
-1.595643,-0.793700,-1.919532
-1.580296,-0.779654,-1.997055
-1.538405,-0.751485,-2.064717
-1.472950,-0.730028,-2.119230
-1.410697,-0.671385,-2.158550
-1.324664,-0.600581,-2.179083
-1.232042,-0.509166,-2.178259
-1.127064,-0.389387,-2.153060
-1.017507,-0.253295,-2.100466
-0.901379,-0.090708,-2.018703
-0.784007,0.078451,-1.906137
-0.664606,0.258043,-1.762830
-0.546021,0.426100,-1.590058
-0.439622,0.580263,-1.390241
-0.336255,0.703653,-1.169185
-0.241940,0.792209,-0.932249
-0.157621,0.845773,-0.688051
-0.083262,0.865176,-0.444857
-0.017044,0.855171,-0.211192
0.044120,0.819934,0.005533
0.103841,0.763830,0.199304
0.164521,0.689612,0.365546
0.226764,0.599493,0.501005
0.290265,0.495766,0.603687
0.354736,0.382572,0.673090
0.420270,0.266347,0.710493
0.487168,0.155695,0.719141
0.554619,0.059782,0.704096
0.617070,-0.013836,0.671684
0.665045,-0.061870,0.628439
0.702092,-0.086566,0.580015
0.739772,-0.092224,0.531404
0.784847,-0.081804,0.486859
0.837086,-0.057084,0.449843
0.897216,-0.020045,0.423071
0.964061,0.027619,0.408850
1.036091,0.084165,0.408836
1.111576,0.147797,0.424222
1.189278,0.216691,0.455660
1.266194,0.289113,0.503361
1.340856,0.363144,0.566910
1.413288,0.436811,0.645498
1.477036,0.508820,0.737955
1.527957,0.577401,0.842190
1.588231,0.638978,0.955631
1.623608,0.694452,1.077739
1.649684,0.749776,1.203560
1.660466,0.787387,1.331939
1.655014,0.820981,1.458629
1.644960,0.835597,1.580360
1.606302,0.839527,1.694792
1.547400,0.831997,1.797122
1.519523,0.796263,1.884412
1.405820,0.740282,1.956203
1.326576,0.699303,2.004112
1.222055,0.562953,2.031127
1.112477,0.482303,2.027108
0.989905,0.301847,1.996408
0.867918,0.169468,1.930556
0.739621,-0.041620,1.832448
0.613844,-0.208522,1.699444
0.498315,-0.410566,1.532740
0.373808,-0.565530,1.338206
0.263935,-0.707518,1.116318
0.165981,-0.805345,0.878741
0.076245,-0.866401,0.630760
-0.004338,-0.888010,0.384018
-0.078623,-0.878242,0.146618
-0.151847,-0.840680,-0.072636
-0.227262,-0.781422,-0.267792
-0.306533,-0.702631,-0.433838
-0.389669,-0.607688,-0.567738
-0.476443,-0.500040,-0.667940
-0.566973,-0.386722,-0.735126
-0.661064,-0.277143,-0.772340
-0.751832,-0.182808,-0.785064
-0.813685,-0.112942,-0.780180
-0.846996,-0.068474,-0.763509
-0.877113,-0.043158,-0.740251
-0.911526,-0.033272,-0.715300
-0.950846,-0.038007,-0.692136
-0.994469,-0.055439,-0.673847
-1.041623,-0.083965,-0.662904
-1.091232,-0.121390,-0.661214
-1.142221,-0.165749,-0.670100
-1.193305,-0.214893,-0.690310
-1.242505,-0.266866,-0.722049
-1.291781,-0.319560,-0.764935
-1.348319,-0.371561,-0.818459
-1.374133,-0.424046,-0.882517
-1.409380,-0.473171,-0.952941
-1.435353,-0.508778,-1.030645
-1.450498,-0.545832,-1.111515
-1.461188,-0.569467,-1.193857
-1.438231,-0.587749,-1.275824
-1.452390,-0.593553,-1.352061
-1.424161,-0.579634,-1.425664
-1.395319,-0.582674,-1.489123
-1.360999,-0.543514,-1.544244
-1.288594,-0.517878,-1.587305
-1.250304,-0.460890,-1.614247
-1.171483,-0.389073,-1.627189
-1.101117,-0.323163,-1.619851
-1.020071,-0.220764,-1.594578
-0.937600,-0.131776,-1.548143
-0.850214,-0.018011,-1.481018
-0.768274,0.084001,-1.393415
-0.686163,0.193446,-1.286202
-0.606742,0.285982,-1.162031
-0.535345,0.371297,-1.022917
-0.469587,0.436221,-0.873719
-0.413721,0.483904,-0.717822
-0.366314,0.510280,-0.560913
-0.329523,0.517699,-0.407272
-0.303564,0.506274,-0.262001
-0.287639,0.478395,-0.129039
-0.281728,0.435821,-0.011999
-0.285317,0.380824,0.086440
-0.298288,0.315429,0.164280
-0.320995,0.241872,0.220305
-0.354251,0.162412,0.253974
-0.399198,0.079574,0.265435
-0.457132,-0.004016,0.255463
-0.529317,-0.085702,0.225429
-0.617085,-0.163128,0.177189
-0.721799,-0.234601,0.112929
-0.844195,-0.299518,0.034903
-0.982519,-0.358702,-0.054877
-1.126421,-0.414510,-0.154966
-1.255777,-0.469738,-0.264391
-1.367542,-0.525895,-0.382168
-1.477127,-0.584038,-0.508173
-1.576038,-0.646132,-0.643363
-1.636096,-0.713804,-0.787378
-1.739178,-0.779721,-0.937329
-1.796256,-0.841211,-1.099013
-1.853302,-0.926418,-1.264212
-1.882002,-0.981976,-1.436663
-1.900235,-1.057503,-1.609683
-1.884218,-1.094424,-1.781947
-1.853845,-1.147803,-1.946655
-1.806595,-1.145773,-2.102116
-1.724289,-1.163781,-2.241504
-1.634305,-1.125537,-2.364678
-1.528006,-1.090815,-2.463546
-1.393673,-0.998155,-2.540414
-1.229229,-0.918155,-2.584944
-1.090594,-0.748316,-2.601181
-0.921283,-0.576259,-2.572037
-0.749383,-0.316282,-2.503141
-0.569545,-0.043804,-2.377787
-0.398441,0.314193,-2.198851
-0.228103,0.654721,-1.960219
-0.067875,0.991431,-1.667145
0.082257,1.236783,-1.328642
0.224179,1.391579,-0.953836
0.361060,1.450611,-0.563837
0.502098,1.443791,-0.177901
0.655835,1.389591,0.183081
0.825835,1.302161,0.505704
1.012512,1.184899,0.780207
1.215605,1.046724,1.003135
1.401835,0.906876,1.178411
1.468093,0.800717,1.317919
1.503885,0.751680,1.431016
1.530497,0.709542,1.529269
1.530430,0.697127,1.616589
1.548790,0.684356,1.694764
1.544181,0.670660,1.767417
1.516075,0.674579,1.832703
1.498905,0.654729,1.889950
1.436004,0.628055,1.938273
1.386786,0.599552,1.972567
1.305288,0.522506,1.993039
1.247591,0.466466,1.993408
1.146235,0.345090,1.976002
1.054477,0.268363,1.934098
0.953777,0.110145,1.869404
0.851602,-0.001993,1.778793
0.748438,-0.163477,1.662231
0.643545,-0.289306,1.522166
0.549084,-0.426689,1.357789
0.457168,-0.532007,1.176232
0.372804,-0.619518,0.978831
0.297409,-0.676697,0.774081
0.233253,-0.708492,0.566753
0.178045,-0.713075,0.364782
0.132424,-0.695347,0.173682
0.094276,-0.656946,-0.000547
0.061367,-0.601670,-0.153797
0.032168,-0.531461,-0.282577
0.006183,-0.448921,-0.384676
-0.016203,-0.356171,-0.458698
-0.034322,-0.256490,-0.504328
-0.047640,-0.153863,-0.522286
-0.055898,-0.053332,-0.514451
-0.059112,0.039955,-0.483756
-0.057590,0.121322,-0.434033
-0.051855,0.187420,-0.369708
-0.042609,0.236469,-0.295481
-0.030658,0.268233,-0.216002
-0.016849,0.283613,-0.135601
-0.001998,0.284247,-0.058096
0.013162,0.272145,0.013321
0.028034,0.249500,0.076149
0.042149,0.218580,0.128585
0.055178,0.181689,0.169517
0.066962,0.141143,0.198485
0.077541,0.099227,0.215642
0.087137,0.058121,0.221683
0.096059,0.019804,0.217769
0.104680,-0.014060,0.205422
0.113574,-0.042195,0.186417
0.123351,-0.063726,0.162678
0.134684,-0.078216,0.136162
0.148296,-0.085593,0.108771
0.164928,-0.086110,0.082273
0.185317,-0.080262,0.058240
0.210200,-0.068724,0.038011
0.240369,-0.052276,0.022674
0.276667,-0.031739,0.013060
0.319913,-0.007916,0.009762
0.371062,0.018442,0.013154
0.431063,0.046739,0.023441
0.500921,0.076541,0.040705
0.581751,0.107702,0.064983
0.674436,0.140439,0.096357
0.778529,0.175406,0.135051
0.889979,0.213609,0.181502
0.998664,0.255973,0.236277
1.097692,0.302381,0.299741
1.191092,0.352128,0.372165
1.282474,0.404872,0.454015
1.371402,0.460804,0.545607
1.456425,0.520178,0.647140
1.534336,0.582749,0.758685
1.607588,0.647442,0.879853
1.663782,0.712805,1.010297
1.710392,0.777323,1.147730
1.742414,0.833733,1.290697
1.782530,0.885577,1.435920
1.760783,0.926499,1.583128
1.733719,0.975286,1.723636
1.708022,0.964222,1.857104
1.655364,0.970718,1.977421
1.568923,0.938188,2.083233
1.494856,0.905158,2.168127
1.393030,0.808373,2.232452
1.273517,0.739364,2.268025
1.145700,0.583724,2.277385
0.988980,0.450246,2.249323
0.862228,0.231193,2.186293
0.714518,0.017477,2.079984
0.565799,-0.233113,1.932389
0.422829,-0.470963,1.742266
0.284745,-0.700006,1.512865
0.154707,-0.879888,1.250416
0.035528,-1.010929,0.962279
-0.075275,-1.082771,0.661254
-0.178983,-1.106051,0.359212
-0.281969,-1.087714,0.069839
-0.390615,-1.038391,-0.196673
-0.508345,-0.962777,-0.431801
-0.635779,-0.864737,-0.630005
-0.772856,-0.748175,-0.788151
-0.919409,-0.622988,-0.906837
-1.061232,-0.505605,-0.991195
-1.130823,-0.416639,-1.050300
-1.160625,-0.363463,-1.090635
-1.176856,-0.327321,-1.119451
-1.211077,-0.304601,-1.140747
-1.230766,-0.292393,-1.159364
-1.248974,-0.297165,-1.176102
-1.263616,-0.301154,-1.193617
-1.270222,-0.313251,-1.212344
-1.270684,-0.321918,-1.231818
-1.276378,-0.328838,-1.251726
-1.266838,-0.331236,-1.271797
-1.257483,-0.333807,-1.290016
-1.241607,-0.324684,-1.306185
-1.215646,-0.315511,-1.318598
-1.189106,-0.295268,-1.325608
-1.151696,-0.269414,-1.326668
-1.114308,-0.237147,-1.319556
-1.075722,-0.196412,-1.304191
-1.023586,-0.153894,-1.279644
-0.983777,-0.105910,-1.244697
-0.939336,-0.053868,-1.200820
-0.892400,-0.007182,-1.147263
-0.847665,0.041506,-1.085135
-0.804778,0.085104,-1.015539
-0.765516,0.125015,-0.939482
-0.729903,0.157823,-0.858858
-0.702343,0.183528,-0.775270
-0.678375,0.200070,-0.691171
-0.662506,0.207679,-0.608319
-0.654275,0.206182,-0.529225
-0.654186,0.195506,-0.455775
-0.663386,0.176320,-0.389983
-0.681584,0.148979,-0.333568
-0.708762,0.114417,-0.287968
-0.745127,0.073492,-0.254356
-0.791151,0.027179,-0.233600
-0.845283,-0.023743,-0.226334
-0.906156,-0.078172,-0.232827
-0.962986,-0.135104,-0.253128
-1.026465,-0.191483,-0.286262
-1.151515,-0.247650,-0.332174
-1.212297,-0.315371,-0.394529
-1.281987,-0.380962,-0.466105
-1.357337,-0.441021,-0.551935
-1.410617,-0.501894,-0.647771
-1.517938,-0.557420,-0.751730
-1.550651,-0.615717,-0.868783
-1.598081,-0.684468,-0.988293
-1.634113,-0.721881,-1.116234
-1.660643,-0.774386,-1.245628
-1.661636,-0.804016,-1.375636
-1.664352,-0.837007,-1.502183
-1.637917,-0.841076,-1.623921
-1.607314,-0.853419,-1.735651
-1.555783,-0.824413,-1.836466
-1.477768,-0.805579,-1.921168
-1.404347,-0.740439,-1.987492
-1.309423,-0.666339,-2.031625
-1.205132,-0.564361,-2.051004
-1.089047,-0.440276,-2.042415
-0.968642,-0.290239,-2.003108
-0.841721,-0.118733,-1.930797
-0.714577,0.067497,-1.823963
-0.577038,0.260635,-1.682647
-0.462897,0.446456,-1.507395
-0.347814,0.614925,-1.303345
-0.239195,0.742703,-1.075126
-0.140839,0.836016,-0.830491
-0.052132,0.886317,-0.579159
0.028082,0.901348,-0.330169
0.103475,0.883777,-0.093305
0.178619,0.840896,0.123994
0.256918,0.775935,0.315386
0.339479,0.692568,0.476566
0.426162,0.593056,0.604598
0.516809,0.482386,0.698534
0.611469,0.367975,0.759625
0.709614,0.260679,0.791738
0.796421,0.172201,0.801102
0.845666,0.110265,0.794643
0.875442,0.072300,0.777681
0.906190,0.051438,0.755689
0.941378,0.045800,0.732950
0.980866,0.053979,0.712774
1.023954,0.074261,0.698024
1.069835,0.104653,0.690932
1.116724,0.143055,0.693168
1.166879,0.187215,0.705727
1.213843,0.235483,0.729387
1.261517,0.285971,0.763791
1.302237,0.336140,0.808884
1.342668,0.385035,0.863148
1.377107,0.429566,0.925865
1.402146,0.471364,0.995056
1.426038,0.506037,1.068738
1.441909,0.534114,1.145564
1.435278,0.557199,1.223089
1.431345,0.569837,1.298047
1.414480,0.567181,1.369493
1.389558,0.561089,1.433820
1.349699,0.537789,1.489648
1.328435,0.507683,1.534056
1.243377,0.459798,1.567793
1.196088,0.418358,1.583651
1.134463,0.324843,1.585483
1.050829,0.264851,1.568369
0.978260,0.163069,1.531900
0.897405,0.071836,1.476982
0.817989,-0.031681,1.401551
0.739900,-0.129003,1.308285
0.663543,-0.223418,1.197450
0.592476,-0.305932,1.072246
0.528541,-0.375851,0.935307
0.471837,-0.428057,0.790885
0.424102,-0.462442,0.642976
0.386221,-0.478038,0.496347
0.359008,-0.475913,0.355320
0.342200,-0.457106,0.224130
0.336164,-0.423590,0.106303
0.340680,-0.377067,0.004842
0.355773,-0.319610,-0.078035
0.381663,-0.253117,-0.140739
0.419051,-0.179711,-0.182375
0.468944,-0.101499,-0.202647
0.532596,-0.020765,-0.201851
0.611336,0.060285,-0.180800
0.706427,0.139634,-0.140744
0.818557,0.215857,-0.083217
0.946387,0.288406,-0.009831
1.082951,0.357845,0.077948
1.214588,0.425393,0.178844
1.335029,0.492079,0.291609
1.447653,0.559150,0.415483
1.551727,0.627838,0.550226
1.652646,0.699156,0.695446
1.739886,0.774108,0.851476
1.816686,0.853192,1.017126
1.872845,0.931398,1.191831
1.910759,1.008723,1.372518
1.933025,1.074814,1.556258
1.935642,1.132629,1.739318
1.912919,1.178397,1.917632
1.874099,1.210750,2.086911
1.803095,1.220697,2.243844
1.711197,1.222443,2.383580
1.602215,1.183011,2.504305
