V_(n),V_(n-1),I_(n),V_(n)',V_(n-1)',I_(n)'
-6982089.876168,-6990377.279076,44660.484065,-77.616690,-77.603410,-0.155070
-6985525.295577,-6993816.735008,44682.458579,-77.674860,-77.616690,-0.154270
-6989032.434417,-6997328.033382,44704.891694,-77.734550,-77.674860,-0.155320
-6992132.477804,-7000431.760753,44724.719838,-77.790500,-77.734550,-0.156510
-6994659.748127,-7002962.050306,44740.884548,-77.826090,-77.790500,-0.157750
-6996539.538580,-7004844.099355,44752.907916,-77.836950,-77.826090,-0.157910
-6998010.508085,-7006316.836216,44762.316748,-77.821140,-77.836950,-0.158200
-6999636.935335,-7007945.163024,44772.719978,-77.841150,-77.821140,-0.159340
-7001704.456255,-7010015.138883,44785.944580,-77.858470,-77.841150,-0.159410
-7004648.063323,-7012962.226790,44804.773254,-77.888100,-77.858470,-0.158680
-7006997.582799,-7015314.520288,44819.802119,-77.934940,-77.888100,-0.157940
-7009818.937797,-7018139.226514,44837.848518,-77.974590,-77.934940,-0.157790
-7012648.573026,-7020972.227220,44855.948155,-78.016800,-77.974590,-0.159210
-7014910.314691,-7023236.701348,44870.414668,-77.998720,-78.016800,-0.159360
-7016927.036600,-7025255.760214,44883.313947,-78.045680,-77.998720,-0.159800
-7017960.148887,-7026290.114346,44889.921667,-78.077020,-78.045680,-0.159750
-7019826.438896,-7028158.638436,44901.858843,-78.083320,-78.077020,-0.160500
-7022368.996540,-7030704.205437,44918.121697,-78.107550,-78.083320,-0.162040
-7024981.448164,-7033319.797472,44934.831622,-78.084430,-78.107550,-0.162200
-7028079.149496,-7036421.114441,44954.645376,-78.121720,-78.084430,-0.162320
-7031029.933146,-7039375.354705,44973.519152,-78.213790,-78.121720,-0.162900
-7034101.755244,-7042450.871698,44993.167489,-78.248520,-78.213790,-0.164000
-7037288.589635,-7045641.486328,45013.551294,-78.288590,-78.248520,-0.164660
-7039650.463612,-7048006.192070,45028.658432,-78.303630,-78.288590,-0.164260
-7041676.755983,-7050034.912080,45041.619623,-78.288150,-78.303630,-0.164440
-7042788.484592,-7051147.906641,45048.729811,-78.333010,-78.288150,-0.165240
-7043537.188531,-7051897.505750,45053.518299,-78.368880,-78.333010,-0.166940
-7045384.236968,-7053746.770266,45065.332184,-78.382800,-78.368880,-0.167500
-7047300.261033,-7055665.103020,45077.588292,-78.361480,-78.382800,-0.166950
-7049288.997674,-7057656.182956,45090.309200,-78.353490,-78.361480,-0.165750
-7051370.904304,-7059740.502142,45103.625806,-78.409720,-78.353490,-0.166330
-7054187.157534,-7062560.101055,45121.639009,-78.460450,-78.409720,-0.167350
-7057680.619108,-7066057.721355,45143.984032,-78.500270,-78.460450,-0.168560
-7060560.238709,-7068940.777054,45162.402941,-78.520650,-78.500270,-0.169750
-7062656.540891,-7071039.560369,45175.811538,-78.547330,-78.520650,-0.170060
-7065181.576109,-7073567.582672,45191.962832,-78.585680,-78.547330,-0.168860
-7068233.831566,-7076623.486106,45211.486763,-78.601530,-78.585680,-0.167760
-7071431.160429,-7079824.619401,45231.938615,-78.599870,-78.601530,-0.168310
-7074507.430628,-7082904.478213,45251.614509,-78.668740,-78.599870,-0.169120
-7077051.471258,-7085451.551255,45267.886173,-78.722850,-78.668740,-0.171220
-7079642.369669,-7088045.539642,45284.457562,-78.759400,-78.722850,-0.172790
-7081267.857041,-7089672.969551,45294.853796,-78.788470,-78.759400,-0.172620
-7082245.163461,-7090651.479105,45301.105106,-78.768020,-78.788470,-0.173600
-7083430.077703,-7091837.780631,45308.683939,-78.770220,-78.768020,-0.174380
-7084569.160374,-7092978.213306,45315.969525,-78.775250,-78.770220,-0.173900
-7086102.380456,-7094513.242284,45325.776750,-78.787100,-78.775250,-0.174310
-7087813.807160,-7096226.666840,45336.723233,-78.837280,-78.787100,-0.174960
-7090612.771492,-7099028.976052,45354.626258,-78.862750,-78.837280,-0.175420
-7094849.822310,-7103271.075193,45381.728213,-78.870310,-78.862750,-0.175260
-7098953.610836,-7107379.725884,45407.977491,-78.883870,-78.870310,-0.174960
-7102718.779392,-7111149.300943,45432.060284,-78.959750,-78.883870,-0.176730
-7105750.551767,-7114184.645956,45451.451323,-79.067350,-78.959750,-0.178990
-7108156.875785,-7116593.886638,45466.842296,-79.108750,-79.067350,-0.179690
-7109798.520192,-7118237.520769,45477.342892,-79.112310,-79.108750,-0.179440
-7110255.954979,-7118695.541886,45480.269573,-79.070680,-79.112310,-0.179080
-7111120.366235,-7119560.962519,45485.798889,-79.043270,-79.070680,-0.178520
-7112863.534744,-7121306.152452,45496.948940,-79.069310,-79.043270,-0.178340
-7116059.035371,-7124505.437321,45517.388169,-79.098910,-79.069310,-0.178110
-7120493.724374,-7128945.356915,45545.753504,-79.164950,-79.098910,-0.180000
-7125211.920832,-7133669.157023,45575.931827,-79.226900,-79.164950,-0.182340
-7129529.220424,-7137991.587968,45603.545801,-79.281040,-79.226900,-0.183410
-7132840.140100,-7141306.435881,45624.722972,-79.336440,-79.281040,-0.184050
-7135130.346770,-7143599.374755,45639.371690,-79.380750,-79.336440,-0.184540
-7137411.240333,-7145883.012942,45653.961003,-79.384040,-79.380750,-0.184660
-7139310.012094,-7147784.046459,45666.106333,-79.383650,-79.384040,-0.185490
-7141009.625167,-7149485.674263,45676.977350,-79.378970,-79.383650,-0.185630
-7142925.029761,-7151403.302195,45689.228232,-79.432280,-79.378970,-0.185340
-7145473.344095,-7153954.659983,45705.527776,-79.462030,-79.432280,-0.186190
-7148816.613629,-7157301.901176,45726.911743,-79.491420,-79.462030,-0.188350
-7151817.125054,-7160305.982818,45746.102996,-79.509000,-79.491420,-0.190190
-7154456.157749,-7162948.124737,45762.982007,-79.551270,-79.509000,-0.190750
-7157506.406316,-7166001.988420,45782.491887,-79.598850,-79.551270,-0.191310
-7160858.212865,-7169357.794585,45803.931068,-79.628180,-79.598850,-0.192930
-7164085.735821,-7172589.164107,45824.575175,-79.634430,-79.628180,-0.194280
-7167409.759860,-7175917.088273,45845.836267,-79.693140,-79.634430,-0.193940
-7170246.498036,-7178757.211967,45863.981098,-79.731720,-79.693140,-0.193010
-7173573.381785,-7182088.045495,45885.261052,-79.764660,-79.731720,-0.193750
-7176624.876364,-7185143.150892,45904.778861,-79.818150,-79.764660,-0.195830
-7179493.207202,-7188014.932475,45923.125153,-79.815710,-79.818150,-0.197240
-7182813.595362,-7191339.224553,45944.363016,-79.855260,-79.815710,-0.197350
-7185481.879504,-7194010.677803,45961.430166,-79.895030,-79.855260,-0.196970
-7188777.821623,-7197310.538795,45982.512398,-79.920300,-79.895030,-0.197650
-7191635.576716,-7200171.658122,46000.790960,-79.984190,-79.920300,-0.198660
-7194341.797112,-7202881.133472,46018.100811,-79.994530,-79.984190,-0.199540
-7197377.437752,-7205920.355582,46037.517001,-80.035040,-79.994530,-0.199570
-7199672.366210,-7208218.034378,46052.196242,-80.044120,-80.035040,-0.199910
-7202693.406244,-7211242.639327,46071.518677,-80.074210,-80.044120,-0.200340
-7205033.399400,-7213585.401293,46086.485488,-80.118400,-80.074210,-0.203630
-7207925.325351,-7216480.777064,46104.981683,-80.135550,-80.118400,-0.204960
-7210988.393177,-7219547.454013,46124.573060,-80.191630,-80.135550,-0.205830
-7213926.624729,-7222489.220673,46143.367002,-80.188830,-80.191630,-0.206450
-7217296.517364,-7225863.072743,46164.921009,-80.232810,-80.188830,-0.206630
-7220294.426738,-7228864.541860,46184.096577,-80.274370,-80.232810,-0.208940
-7223748.560665,-7232322.778000,46206.189570,-80.312250,-80.274370,-0.210120
-7227774.266677,-7236353.256514,46231.939256,-80.356960,-80.312250,-0.210670
-7231918.912646,-7240502.835108,46258.450279,-80.390860,-80.356960,-0.210120
-7235693.581731,-7244281.985053,46282.594497,-80.417400,-80.390860,-0.209250
-7238714.348855,-7247306.288705,46301.915936,-80.499820,-80.417400,-0.210250
-7240964.056967,-7249558.697617,46316.304499,-80.549860,-80.499820,-0.211650
-7243526.515471,-7252124.233918,46332.693656,-80.561670,-80.549860,-0.213720
-7245697.512665,-7254297.829504,46346.578743,-80.556080,-80.561670,-0.215740
-7248154.878963,-7256758.120021,46362.295984,-80.536080,-80.556080,-0.217730
-7251368.691849,-7259975.686445,46382.851541,-80.583780,-80.536080,-0.219050
-7255678.147976,-7264290.245925,46410.415821,-80.640020,-80.583780,-0.219650
-7260584.997127,-7269202.907675,46441.801408,-80.710190,-80.640020,-0.219860
-7265438.651005,-7274062.326105,46472.846633,-80.772860,-80.710190,-0.220420
-7270117.187772,-7278746.417480,46502.771457,-80.840500,-80.772860,-0.221970
-7275266.084083,-7283901.465568,46535.705091,-80.860590,-80.840500,-0.223810
-7280380.306206,-7289021.741127,46568.416478,-80.904350,-80.860590,-0.225470
-7284587.702997,-7293234.123611,46595.327866,-80.948490,-80.904350,-0.226900
-7288633.083215,-7297284.254588,46621.202207,-81.050650,-80.948490,-0.226840
-7292029.488742,-7300684.733535,46642.926480,-81.109850,-81.050650,-0.227850
-7295811.240102,-7304471.020605,46667.115439,-81.117940,-81.109850,-0.229610
-7299414.236876,-7308078.298545,46690.160979,-81.126790,-81.117940,-0.231040
-7303128.498826,-7311796.969938,46713.918148,-81.128990,-81.126790,-0.231510
-7307734.767100,-7316408.641864,46743.381216,-81.198040,-81.128990,-0.232000
-7312670.239536,-7321349.953701,46774.949234,-81.288650,-81.198040,-0.232150
-7318148.119814,-7326834.356295,46809.987474,-81.353330,-81.288650,-0.234500
-7323132.881532,-7331825.035479,46841.870235,-81.423140,-81.353330,-0.235980
-7327241.988626,-7335939.055901,46868.152600,-81.451560,-81.423140,-0.237740
-7331466.936298,-7340169.009295,46895.175754,-81.491750,-81.451560,-0.239030
-7335788.315086,-7344495.524602,46922.815708,-81.525740,-81.491750,-0.240000
-7340826.825932,-7349540.014045,46955.043175,-81.557890,-81.525740,-0.242300
-7345668.791939,-7354387.690758,46986.012834,-81.630490,-81.557890,-0.244380
-7350525.722088,-7359250.379033,47017.078629,-81.706250,-81.630490,-0.246010
-7355036.266474,-7363766.280592,47045.929327,-81.784130,-81.706250,-0.246580
-7359281.703007,-7368016.799449,47073.084776,-81.811820,-81.784130,-0.245710
-7362908.147403,-7371647.547378,47096.280964,-81.847540,-81.811820,-0.245450
-7366173.557492,-7374916.851238,47117.167372,-81.857400,-81.847540,-0.246330
-7369930.787238,-7378678.503887,47141.198826,-81.911670,-81.857400,-0.248260
-7373864.189264,-7382616.590066,47166.356957,-81.945940,-81.911670,-0.250620
-7378472.049755,-7387229.902568,47195.829464,-81.998350,-81.945940,-0.252630
-7383050.364879,-7391813.645974,47225.112825,-82.058740,-81.998350,-0.253170
-7387202.290034,-7395970.510953,47251.669850,-82.104940,-82.058740,-0.254300
-7391215.519120,-7399988.492700,47277.338917,-82.161740,-82.104940,-0.254580
-7395009.499858,-7403786.987254,47301.605877,-82.212820,-82.161740,-0.255830
-7399251.200227,-7408033.758527,47328.736722,-82.220570,-82.212820,-0.257540
-7403600.263111,-7412387.955350,47356.553606,-82.262260,-82.220570,-0.259150
-7407781.660164,-7416574.307435,47383.298630,-82.307830,-82.262260,-0.261300
-7412356.129127,-7421154.178196,47412.557542,-82.384340,-82.307830,-0.262110
-7417159.449210,-7425963.212181,47443.280967,-82.447540,-82.384340,-0.262640
-7422451.407788,-7431261.473714,47477.130198,-82.489170,-82.447540,-0.262880
-7427426.838418,-7436242.816582,47508.954217,-82.523200,-82.489170,-0.262890
-7432296.381905,-7441118.116587,47540.100628,-82.579820,-82.523200,-0.264880
-7437038.497072,-7445865.843118,47570.431166,-82.657540,-82.579820,-0.267820
-7441609.620433,-7450442.412133,47599.667920,-82.711150,-82.657540,-0.270820
-7445488.082188,-7454325.477578,47624.474536,-82.767460,-82.711150,-0.272910
-7448797.852056,-7457639.197049,47645.644162,-82.800840,-82.767460,-0.272750
-7453032.121483,-7461878.505163,47672.727985,-82.823000,-82.800840,-0.273080
-7457757.870137,-7466609.874008,47702.955995,-82.834300,-82.823000,-0.274720
-7462883.124991,-7471741.177353,47735.737929,-82.875710,-82.834300,-0.275080
-7468209.532785,-7477073.840151,47769.806707,-82.991080,-82.875710,-0.276190
-7473488.026924,-7482358.622361,47803.568672,-83.081540,-82.991080,-0.276670
-7479719.157315,-7488597.180828,47843.424259,-83.137500,-83.081540,-0.279210
-7485164.786985,-7494049.300708,47878.255646,-83.173740,-83.137500,-0.283080
-7489798.634994,-7498688.663880,47907.893862,-83.182170,-83.173740,-0.283960
-7494238.746708,-7503133.961583,47936.293583,-83.287080,-83.182170,-0.284190
-7498049.028956,-7506948.804132,47960.665045,-83.351170,-83.287080,-0.284120
-7502478.590718,-7511383.648505,47988.997700,-83.384970,-83.351170,-0.285850
-7506174.624405,-7515084.066722,48012.637852,-83.430820,-83.384970,-0.288030
-7509770.494855,-7518684.246591,48035.637367,-83.425220,-83.430820,-0.288960
-7513384.328930,-7522302.321519,48058.751923,-83.474640,-83.425220,-0.290130
-7516750.763769,-7525672.743818,48080.283878,-83.530160,-83.474640,-0.291070
-7520584.362418,-7529510.893459,48104.803980,-83.586480,-83.530160,-0.292360
-7524956.654598,-7533888.393506,48132.769952,-83.622810,-83.586480,-0.293800
-7529860.868636,-7538798.439061,48164.138178,-83.651830,-83.622810,-0.294980
-7535103.836557,-7544047.628546,48197.673534,-83.676820,-83.651830,-0.296910
-7540568.254912,-7549518.477323,48232.624857,-83.762340,-83.676820,-0.298540
-7546235.716769,-7555192.659368,48268.875307,-83.852910,-83.762340,-0.299650
-7552125.617081,-7561089.562666,48306.549133,-83.932690,-83.852910,-0.300440
-7557393.674819,-7566363.899811,48340.245522,-83.984470,-83.932690,-0.300370
-7562515.542260,-7571491.855367,48373.006864,-84.027800,-83.984470,-0.300240
-7566942.239006,-7575923.810832,48401.321422,-84.068570,-84.027800,-0.300640
-7570990.241628,-7579976.610613,48427.212824,-84.111730,-84.068570,-0.302270
-7574825.312474,-7583816.204137,48451.742216,-84.191470,-84.111730,-0.305220
-7578208.506487,-7587203.455659,48473.381091,-84.225300,-84.191470,-0.306540
-7581890.447589,-7590889.774920,48496.932060,-84.249870,-84.225300,-0.307980
-7585651.463772,-7594655.253453,48520.989262,-84.281560,-84.249870,-0.307260
-7590315.870485,-7599325.211401,48550.825270,-84.292010,-84.281560,-0.305310
-7595542.975623,-7604558.470976,48584.260570,-84.356520,-84.292010,-0.305690
-7600161.789491,-7609182.744169,48613.803586,-84.442740,-84.356520,-0.305850
-7604743.517740,-7613769.903702,48643.108677,-84.535350,-84.442740,-0.307310
-7609318.949328,-7618350.800913,48672.374190,-84.597270,-84.535350,-0.310450
-7614410.697158,-7623448.659619,48704.941860,-84.587250,-84.597270,-0.311210
-7619259.241989,-7628302.944433,48735.955166,-84.593010,-84.587250,-0.312850
-7623340.370272,-7632388.854632,48762.059042,-84.659690,-84.593010,-0.312930
-7627532.367172,-7636585.778408,48788.871896,-84.778790,-84.659690,-0.311890
-7632348.512717,-7641407.680972,48819.677754,-84.857530,-84.778790,-0.312330
-7637072.708612,-7646137.551642,48849.894991,-84.867470,-84.857530,-0.313820
-7641860.042121,-7650930.576984,48880.515666,-84.864130,-84.867470,-0.316260
-7646361.061651,-7655436.895371,48909.304747,-84.911890,-84.864130,-0.318490
-7651681.885301,-7660764.013473,48943.337774,-84.971110,-84.911890,-0.319580
-7657453.845041,-7666542.772452,48980.257296,-85.093930,-84.971110,-0.320130
-7662874.867131,-7671970.281128,49014.932202,-85.155080,-85.093930,-0.319290
-7668084.594218,-7677186.193901,49048.256526,-85.219230,-85.155080,-0.319770
-7672124.492343,-7681230.919467,49074.097341,-85.249980,-85.219230,-0.318920
-7675895.695065,-7685006.604672,49098.219981,-85.272130,-85.249980,-0.319570
-7679126.899873,-7688241.622307,49118.887848,-85.320040,-85.272130,-0.320150
-7682854.035273,-7691973.184020,49142.727715,-85.363120,-85.320040,-0.319490
-7687203.201931,-7696327.515763,49170.546770,-85.406890,-85.363120,-0.319650
-7692165.642464,-7701295.858412,49202.288354,-85.433570,-85.406890,-0.320960
-7697345.184072,-7706481.516938,49235.418166,-85.496250,-85.433570,-0.322670
-7702742.264243,-7711884.996470,49269.939550,-85.560890,-85.496250,-0.323490
-7708414.990922,-7717564.437650,49306.224429,-85.649490,-85.560890,-0.323290
-7714045.188952,-7723201.344781,49342.237879,-85.707420,-85.649490,-0.322480
-7719596.518418,-7728759.266205,49377.746729,-85.765550,-85.707420,-0.322480
-7724545.878729,-7733714.511128,49409.405094,-85.811100,-85.765550,-0.323570
-7729569.760574,-7738744.342226,49441.539587,-85.871910,-85.811100,-0.323910
-7734237.354439,-7743417.479191,49471.395563,-85.931020,-85.871910,-0.324030
-7738648.692361,-7747834.060117,49499.612557,-85.979730,-85.931020,-0.323780
-7742464.316341,-7751654.203272,49524.019057,-86.042270,-85.979730,-0.323010
-7745890.703209,-7755084.682104,49545.935945,-86.077060,-86.042270,-0.322940
-7749537.227255,-7758735.542226,49569.260997,-86.105190,-86.077060,-0.323970
-7753640.564271,-7762843.755643,49595.507775,-86.127200,-86.105190,-0.323720
-7758035.848793,-7767244.246302,49623.622268,-86.159950,-86.127200,-0.323260
-7762077.956505,-7771291.119157,49649.477840,-86.223620,-86.159950,-0.323060
-7765610.779941,-7774828.110058,49672.075009,-86.316460,-86.223620,-0.322060
-7768499.479892,-7777720.276864,49690.552812,-86.370320,-86.316460,-0.322500
-7771082.306919,-7780306.215917,49707.073898,-86.376340,-86.370320,-0.322580
-7773684.913372,-7782911.932215,49723.721413,-86.363240,-86.376340,-0.322190
-7777075.740439,-7786306.778677,49745.411279,-86.353580,-86.363240,-0.322450
-7781604.353522,-7790840.715299,49774.378087,-86.396470,-86.353580,-0.322040
-7786740.477604,-7795982.886528,49807.231210,-86.489100,-86.396470,-0.322680
-7792144.281232,-7801393.089237,49841.796408,-86.596740,-86.489100,-0.323150
-7797028.503602,-7806283.136241,49873.038902,-86.678090,-86.596740,-0.322530
-7801515.352084,-7810775.359380,49901.740332,-86.708270,-86.678090,-0.320150
-7804935.369293,-7814199.459792,49923.618382,-86.717190,-86.708270,-0.317270
-7807258.203672,-7816525.044993,49938.477792,-86.726690,-86.717190,-0.315120
-7809509.527949,-7818778.991888,49952.878897,-86.792210,-86.726690,-0.315070
-7811965.851196,-7821238.258772,49968.590725,-86.828780,-86.792210,-0.315830
-7814903.537102,-7824179.457246,49987.381702,-86.835810,-86.828780,-0.316060
-7817478.792282,-7826757.755093,50003.854263,-86.860980,-86.835810,-0.314980
-7819542.505452,-7828823.919618,50017.055420,-86.881510,-86.860980,-0.314440
-7822267.949068,-7831552.577068,50034.488921,-86.923270,-86.881510,-0.314280
-7825954.531018,-7835243.540238,50058.070290,-86.964290,-86.923270,-0.314350
-7830289.898630,-7839584.084763,50085.802263,-86.968170,-86.964290,-0.313920
