V_(n),V_(n-1),I_(n),V_(n)',V_(n-1)',I_(n)'
-5731286.378454,-5738089.038141,36659.640079,-63.636310,-63.523190,-0.289880
-5739379.386952,-5746191.646680,36711.405467,-63.755920,-63.636310,-0.290880
-5747917.709920,-5754740.122488,36766.019679,-63.856190,-63.755920,-0.291080
-5756342.852577,-5763175.297794,36819.910566,-63.928130,-63.856190,-0.291580
-5764430.354375,-5771272.416980,36871.641428,-63.973230,-63.928130,-0.291990
-5772643.241331,-5779494.987738,36924.173556,-64.090980,-63.973230,-0.292610
-5781154.031773,-5788015.890005,36978.611133,-64.197020,-64.090980,-0.293590
-5791204.388129,-5798078.183416,37042.896360,-64.292310,-64.197020,-0.295810
-5801028.643969,-5807914.093746,37105.735179,-64.400090,-64.292310,-0.298570
-5809977.707026,-5816873.786247,37162.976074,-64.491530,-64.400090,-0.300300
-5818168.152857,-5825073.904515,37215.364806,-64.639770,-64.491530,-0.300760
-5826178.541799,-5833093.844948,37266.602823,-64.743250,-64.639770,-0.300180
-5833992.199821,-5840916.831537,37316.583149,-64.791660,-64.743250,-0.299640
-5841246.446052,-5848179.685896,37362.984701,-64.838280,-64.791660,-0.299270
-5847787.273035,-5854728.235128,37404.822359,-64.934480,-64.838280,-0.299660
-5855138.964814,-5862088.661513,37451.846431,-65.013080,-64.934480,-0.300630
-5863593.054969,-5870552.765971,37505.921637,-65.122570,-65.013080,-0.302090
-5871485.878712,-5878455.002745,37556.407118,-65.178330,-65.122570,-0.302890
-5878941.532554,-5885919.461638,37604.095899,-65.280160,-65.178330,-0.303160
-5885154.780547,-5892140.072323,37643.837933,-65.399870,-65.280160,-0.303990
-5892212.824390,-5899206.547542,37688.984104,-65.458640,-65.399870,-0.304880
-5900002.697351,-5907005.682260,37738.811485,-65.508940,-65.458640,-0.305050
-5907614.744790,-5914626.779940,37787.501601,-65.536320,-65.508940,-0.304900
-5915794.559434,-5922816.221925,37839.822829,-65.648330,-65.536320,-0.305020
-5924119.001281,-5931150.510770,37893.068537,-65.798870,-65.648330,-0.305390
-5933589.208180,-5940631.995932,37953.643565,-65.905260,-65.798870,-0.307590
-5943744.103354,-5950798.959595,38018.597942,-66.002460,-65.905260,-0.309350
-5953456.990564,-5960523.408568,38080.725478,-66.061910,-66.002460,-0.309620
-5962739.900150,-5969817.290358,38140.102943,-66.166420,-66.061910,-0.309520
-5971177.374963,-5978264.731881,38194.072187,-66.324510,-66.166420,-0.308610
-5978955.475905,-5986052.100134,38243.823809,-66.444820,-66.324510,-0.309170
-5986100.300251,-5993205.446401,38289.524821,-66.523080,-66.444820,-0.311500
-5991970.280004,-5999082.433174,38327.070485,-66.564570,-66.523080,-0.312100
-5997229.247693,-6004347.664622,38360.709057,-66.578720,-66.564570,-0.313190
-6003250.606323,-6010376.126152,38399.223679,-66.641900,-66.578720,-0.313600
-6010466.201900,-6017600.278964,38445.377830,-66.712570,-66.641900,-0.313960
-6019279.400650,-6026423.923285,38501.751103,-66.794510,-66.712570,-0.314210
-6028198.131489,-6035353.198255,38558.799203,-66.923350,-66.794510,-0.314200
-6037664.251444,-6044830.555716,38619.348993,-67.045790,-66.923350,-0.313710
-6046736.669077,-6053913.750080,38677.380497,-67.167230,-67.045790,-0.312930
-6054932.493152,-6062119.342691,38729.805253,-67.237410,-67.167230,-0.312870
-6062137.982096,-6069333.357742,38775.894696,-67.345030,-67.237410,-0.312990
-6068005.869833,-6075208.254379,38813.428536,-67.400730,-67.345030,-0.312920
-6074263.052833,-6081472.852507,38853.452322,-67.471160,-67.400730,-0.312870
-6080014.004202,-6087230.647970,38890.238291,-67.527230,-67.471160,-0.312540
-6085970.411107,-6093194.140203,38928.338480,-67.559100,-67.527230,-0.312310
-6091887.687780,-6099118.384974,38966.187942,-67.654980,-67.559100,-0.312780
-6098303.349011,-6105541.678998,39007.225505,-67.729230,-67.654980,-0.312640
-6106289.244567,-6113537.059436,39058.307092,-67.798530,-67.729230,-0.312210
-6115220.282649,-6122478.699596,39115.434767,-67.866370,-67.798530,-0.312250
-6124375.495799,-6131644.757120,39173.995604,-67.955920,-67.866370,-0.311660
-6133059.529350,-6140339.050011,39229.542475,-68.091950,-67.955920,-0.311830
-6141121.414651,-6148410.485806,39281.109046,-68.252070,-68.091950,-0.311660
-6148111.434588,-6155408.872088,39325.820059,-68.339320,-68.252070,-0.312280
-6154311.057114,-6161615.900676,39365.475540,-68.377540,-68.339320,-0.313640
-6159519.070414,-6166830.112714,39398.788262,-68.402750,-68.377540,-0.314690
-6164870.785239,-6172188.180060,39433.021032,-68.421490,-68.402750,-0.314700
-6170813.927345,-6178138.315774,39471.036682,-68.506710,-68.421490,-0.312180
-6177180.677102,-6184512.611254,39511.762759,-68.600640,-68.506710,-0.309780
-6184453.048855,-6191793.611666,39558.281203,-68.698710,-68.600640,-0.308900
-6191812.889971,-6199162.210321,39605.358646,-68.776200,-68.698710,-0.309150
-6198707.397182,-6206064.920870,39649.459340,-68.830850,-68.776200,-0.309330
-6205347.948939,-6212713.331248,39691.935601,-68.909360,-68.830850,-0.309010
-6211945.802609,-6219319.008742,39734.138957,-68.999230,-68.909360,-0.308410
-6219100.824353,-6226482.545239,39779.906768,-69.061720,-68.999230,-0.307570
-6226514.202936,-6233904.707699,39827.326737,-69.143970,-69.061720,-0.305910
-6233076.202204,-6240474.501143,39869.301102,-69.218360,-69.143970,-0.305230
-6239694.661957,-6247100.797428,39911.636094,-69.310540,-69.218360,-0.305320
-6246179.170370,-6253593.006929,39953.113931,-69.405540,-69.310540,-0.305400
-6252791.046013,-6260212.783556,39995.407504,-69.438680,-69.405540,-0.305490
-6259080.105456,-6266509.279609,40035.635667,-69.505370,-69.438680,-0.304210
-6265002.639026,-6272438.834845,40073.520258,-69.577640,-69.505370,-0.303170
-6271225.447741,-6278669.019796,40113.325146,-69.662500,-69.577640,-0.301530
-6277371.875027,-6284822.754316,40152.641854,-69.732660,-69.662500,-0.300080
-6283975.584681,-6291434.303049,40194.883140,-69.804850,-69.732660,-0.298910
-6290102.135640,-6297568.145488,40234.072549,-69.856730,-69.804850,-0.298680
-6296163.503945,-6303636.693321,40272.844342,-69.919210,-69.856730,-0.297900
-6301796.178856,-6309276.023211,40308.874042,-70.021030,-69.919210,-0.296910
-6307447.264395,-6314933.856864,40345.021932,-70.074430,-70.021030,-0.295810
-6313664.318097,-6321158.283471,40384.789850,-70.138980,-70.074430,-0.295250
-6319255.230135,-6326755.851540,40420.552784,-70.182960,-70.138980,-0.294960
-6324473.925009,-6331980.726741,40453.934746,-70.236370,-70.182960,-0.294080
-6329252.509613,-6336764.942807,40484.501315,-70.336770,-70.236370,-0.292840
-6333976.666134,-6341494.745185,40514.720751,-70.396410,-70.336770,-0.292000
-6339191.829893,-6346716.127258,40548.080662,-70.425960,-70.396410,-0.290320
-6344170.080900,-6351700.284485,40579.925584,-70.461050,-70.425960,-0.288930
-6349561.063521,-6357097.655066,40614.410285,-70.503360,-70.461050,-0.286810
-6355167.233604,-6362710.440877,40650.271024,-70.588390,-70.503360,-0.285110
-6360719.130248,-6368268.924171,40685.784708,-70.673000,-70.588390,-0.284850
-6365974.516674,-6373530.550156,40719.401000,-70.759920,-70.673000,-0.284110
-6370998.476210,-6378560.512368,40751.537694,-70.803460,-70.759920,-0.283100
-6376139.297491,-6383707.450470,40784.421873,-70.835730,-70.803460,-0.281440
-6381267.057719,-6388841.304254,40817.222704,-70.856500,-70.835730,-0.280440
-6386383.887484,-6393964.160921,40849.953109,-70.926670,-70.856500,-0.279930
-6391481.199611,-6399067.500427,40882.558121,-71.018860,-70.926670,-0.279150
-6396912.621785,-6404505.377803,40917.300931,-71.104670,-71.018860,-0.278690
-6402107.559640,-6409706.522497,40950.531108,-71.148080,-71.104670,-0.277280
-6406855.925968,-6414460.537833,40980.905367,-71.177580,-71.148080,-0.276610
-6411547.174355,-6419157.340121,41010.914036,-71.222740,-71.177580,-0.275140
-6416573.898689,-6424190.022238,41043.068544,-71.277100,-71.222740,-0.272630
-6421741.805656,-6429364.052998,41076.126369,-71.339880,-71.277100,-0.271410
-6426833.956751,-6434462.231378,41108.698885,-71.421310,-71.339880,-0.270970
-6431240.725054,-6438874.246832,41136.887425,-71.486790,-71.421310,-0.270360
-6435703.054149,-6443341.894663,41165.431348,-71.526540,-71.486790,-0.269250
-6440001.339903,-6447645.289178,41192.926751,-71.565560,-71.526540,-0.268150
-6444003.005141,-6451651.726441,41218.524616,-71.574850,-71.565560,-0.266160
-6448345.089662,-6455998.912857,41246.300378,-71.640020,-71.574850,-0.265610
-6452715.032008,-6460374.036833,41274.253838,-71.713150,-71.640020,-0.263710
-6457577.051735,-6465241.849858,41305.355648,-71.757990,-71.713150,-0.261190
-6461784.972980,-6469454.751423,41332.273284,-71.822710,-71.757990,-0.258640
-6465500.470817,-6473174.680300,41356.041292,-71.861970,-71.822710,-0.256920
-6469229.661473,-6476908.297724,41379.896300,-71.905020,-71.861970,-0.255740
-6472648.154597,-6480330.866578,41401.763985,-71.926120,-71.905020,-0.254780
-6476417.735739,-6484104.904600,41425.876985,-71.966590,-71.926120,-0.253080
-6480227.266100,-6487918.953430,41450.245789,-72.011140,-71.966590,-0.251520
-6484423.573619,-6492120.240263,41477.088417,-72.054460,-72.011140,-0.250790
-6488489.730259,-6496191.208023,41503.098366,-72.116330,-72.054460,-0.250490
-6492530.245585,-6500236.531735,41528.944290,-72.162930,-72.116330,-0.249210
-6496329.406287,-6504040.204311,41553.246821,-72.209580,-72.162930,-0.247660
-6500175.822921,-6507891.197575,41577.851827,-72.241830,-72.209580,-0.245820
-6503805.566530,-6511525.244186,41601.070686,-72.284270,-72.241830,-0.244230
-6507512.651285,-6515236.736840,41624.784434,-72.311900,-72.284270,-0.243510
-6511547.392056,-6519276.237046,41650.593486,-72.377280,-72.311900,-0.242400
-6515194.986540,-6522928.188684,41673.926627,-72.409060,-72.377280,-0.241070
-6518428.461581,-6526165.482316,41694.610775,-72.461480,-72.409060,-0.239260
-6520941.136356,-6528681.140098,41710.684071,-72.515610,-72.461480,-0.236780
-6523733.596807,-6531476.951734,41728.547396,-72.531490,-72.515610,-0.235940
-6526143.538330,-6533889.769515,41743.963505,-72.531640,-72.531490,-0.235900
-6528381.856702,-6536130.726023,41758.281259,-72.547990,-72.531640,-0.235600
-6530610.297342,-6538361.783332,41772.536302,-72.598410,-72.547990,-0.235170
-6533430.087132,-6541184.937266,41790.574347,-72.625600,-72.598410,-0.233030
-6536940.348055,-6544699.355684,41813.029355,-72.667300,-72.625600,-0.231140
-6540348.250614,-6548111.324276,41834.830247,-72.683960,-72.667300,-0.229800
-6544255.146867,-6552022.833418,41859.821966,-72.725150,-72.683960,-0.226800
-6548996.384355,-6556769.680475,41890.150995,-72.787620,-72.725150,-0.224900
-6554050.718114,-6561830.030162,41922.482300,-72.831960,-72.787620,-0.223640
-6558823.410993,-6566608.369283,41953.011312,-72.890490,-72.831960,-0.222690
-6562552.643634,-6570341.997868,41976.865377,-72.988070,-72.890490,-0.222500
-6565617.134521,-6573410.180504,41996.467967,-73.024330,-72.988070,-0.222280
-6568536.540194,-6576333.069691,42015.142461,-73.045850,-73.024330,-0.221610
-6570218.018825,-6578016.572833,42025.899509,-73.038060,-73.045850,-0.221330
-6572093.481244,-6579894.247551,42037.897073,-73.039540,-73.038060,-0.219290
-6574192.196847,-6581995.415399,42051.322840,-73.088690,-73.039540,-0.216520
-6576889.283165,-6584695.727874,42068.576518,-73.104740,-73.088690,-0.214780
-6580530.436933,-6588341.176115,42091.868114,-73.152980,-73.104740,-0.214290
-6583680.732732,-6591495.222931,42112.019728,-73.189500,-73.152980,-0.214400
-6587233.631554,-6595052.337039,42134.746703,-73.222340,-73.189500,-0.213350
-6590676.644764,-6598499.414303,42156.770536,-73.287000,-73.222340,-0.210500
-6593434.218221,-6601260.302495,42174.411297,-73.301860,-73.287000,-0.209110
-6596639.927341,-6604469.790318,42194.917360,-73.345030,-73.301860,-0.208700
-6599318.171740,-6607151.223658,42212.049791,-73.384690,-73.345030,-0.209210
-6602213.051561,-6610049.572935,42230.568210,-73.378840,-73.384690,-0.207230
-6604700.588545,-6612540.005692,42246.480872,-73.440940,-73.378840,-0.203480
-6606893.397745,-6614735.444913,42260.509257,-73.469730,-73.440940,-0.201860
-6609447.784797,-6617292.866171,42276.849225,-73.498970,-73.469730,-0.201210
-6612067.266100,-6619915.467773,42293.605253,-73.514810,-73.498970,-0.201050
-6614626.242237,-6622477.480376,42309.974504,-73.535450,-73.514810,-0.201040
-6617335.520971,-6625189.971883,42327.305239,-73.551880,-73.535450,-0.200320
-6620562.519456,-6628420.760082,42347.947960,-73.617840,-73.551880,-0.198870
-6623570.879682,-6631432.724776,42367.192440,-73.644570,-73.617840,-0.195660
-6626367.466495,-6634232.617750,42385.082553,-73.683730,-73.644570,-0.193140
-6628002.014313,-6635869.098980,42395.538833,-73.734930,-73.683730,-0.192270
-6629097.777432,-6636966.204103,42402.548753,-73.739250,-73.734930,-0.193240
-6629937.607565,-6637807.034451,42407.920854,-73.743270,-73.739250,-0.192660
-6630646.955855,-6638517.241007,42412.459082,-73.730370,-73.743270,-0.190850
-6632349.262227,-6640221.563759,42423.349102,-73.720410,-73.730370,-0.189700
-6634397.001283,-6642271.705153,42436.448279,-73.740810,-73.720410,-0.189560
-6636675.106707,-6644552.488089,42451.020564,-73.784240,-73.740810,-0.189260
-6639320.034950,-6647200.532476,42467.939217,-73.855770,-73.784240,-0.188170
-6642284.379029,-6650168.437355,42486.901606,-73.882760,-73.855770,-0.186680
-6645544.451754,-6653432.403624,42507.755808,-73.884810,-73.882760,-0.185490
-6648565.987544,-6656457.513664,42527.083744,-73.899560,-73.884810,-0.184700
-6651723.535203,-6659618.782203,42547.281467,-73.940970,-73.899560,-0.184710
-6655080.047661,-6662979.257954,42568.751749,-74.004320,-73.940970,-0.184480
-6657809.995335,-6665712.453975,42586.214364,-74.059360,-74.004320,-0.183640
-6659962.413148,-6667867.443408,42599.983574,-74.095790,-74.059360,-0.182290
-6661970.186673,-6669877.624101,42612.827509,-74.112330,-74.095790,-0.179620
-6664042.351869,-6671952.288853,42626.084016,-74.084590,-74.112330,-0.178490
-6666703.525593,-6674616.589118,42643.107075,-74.088940,-74.084590,-0.177820
-6669462.502324,-6677378.795870,42660.754906,-74.141960,-74.088940,-0.176690
-6673322.168417,-6681243.032026,42685.443338,-74.201050,-74.141960,-0.176570
-6677219.484784,-6685144.967049,42710.372345,-74.275010,-74.201050,-0.177070
-6680420.027708,-6688349.351789,42730.844440,-74.296700,-74.275010,-0.177510
-6683439.082860,-6691371.973401,42750.156052,-74.342540,-74.296700,-0.177760
-6685872.196654,-6693808.010963,42765.719794,-74.350710,-74.342540,-0.175850
-6688526.681300,-6696465.645377,42782.700353,-74.355980,-74.350710,-0.174800
-6690572.833699,-6698514.189220,42795.788919,-74.404530,-74.355980,-0.174330
-6692683.289072,-6700627.159814,42809.288777,-74.437930,-74.404530,-0.174580
-6695536.703059,-6703483.959762,42827.541194,-74.476380,-74.437930,-0.174420
-6698399.214839,-6706349.900845,42845.852129,-74.481400,-74.476380,-0.172900
-6701307.556323,-6709261.684690,42864.456894,-74.493320,-74.481400,-0.171800
-6704002.961401,-6711960.248556,42881.698922,-74.550010,-74.493320,-0.169490
-6706389.221522,-6714349.347568,42896.963469,-74.598740,-74.550010,-0.167550
-6709066.882515,-6717030.196686,42914.091750,-74.635930,-74.598740,-0.167440
-6711048.040760,-6719013.725847,42926.763955,-74.659120,-74.635930,-0.167590
-6712790.320908,-6720758.105207,42937.908524,-74.642000,-74.659120,-0.168730
-6714301.782422,-6722271.321624,42947.576326,-74.673170,-74.642000,-0.169460
-6715434.734743,-6723405.634547,42954.823777,-74.682110,-74.673170,-0.168610
-6717320.467287,-6725293.583478,42966.886591,-74.715710,-74.682110,-0.167050
-6718776.009151,-6726750.866228,42976.198408,-74.738200,-74.715710,-0.165330
-6720661.577824,-6728638.689636,42988.260037,-74.737570,-74.738200,-0.163310
-6722352.115287,-6730331.208760,42999.074252,-74.769940,-74.737570,-0.163800
-6723782.253142,-6731763.065517,43008.221725,-74.773810,-74.769940,-0.163890
-6726004.326303,-6733987.749454,43022.434947,-74.808120,-74.773810,-0.164960
-6728359.673494,-6736345.906913,43037.500987,-74.829840,-74.808120,-0.165560
-6731749.969995,-6739740.239090,43059.187529,-74.833080,-74.829840,-0.164570
-6735057.671749,-6743051.824673,43080.346209,-74.886780,-74.833080,-0.162950
-6738219.283873,-6746217.193630,43100.570764,-74.928670,-74.886780,-0.161280
-6741329.069681,-6749330.645721,43120.463457,-75.002160,-74.928670,-0.160150
-6743495.498962,-6751499.685544,43134.322061,-75.032750,-75.002160,-0.158870
-6745160.913152,-6753167.095102,43144.975536,-75.045240,-75.032750,-0.157230
-6746081.354897,-6754088.643657,43150.864022,-75.044400,-75.045240,-0.156500
-6746896.679759,-6754904.944703,43156.079412,-75.033920,-75.044400,-0.156840
-6748061.971454,-6756071.602217,43163.533333,-75.040620,-75.033920,-0.158160
-6749776.742719,-6757788.392417,43174.501367,-75.065860,-75.040620,-0.157200
-6751898.314701,-6759912.483785,43188.072460,-75.087650,-75.065860,-0.156090
-6754531.908843,-6762549.190408,43204.918537,-75.123630,-75.087650,-0.156020
-6756843.554020,-6764863.583437,43219.705051,-75.157740,-75.123630,-0.156840
-6759098.492487,-6767121.208265,43234.128745,-75.176580,-75.157740,-0.156780
-6761108.776052,-6769133.862140,43246.987422,-75.218180,-75.176580,-0.155260
-6762355.022081,-6770381.620656,43254.959621,-75.221230,-75.218180,-0.154320
-6763306.861103,-6771334.576090,43261.048168,-75.238340,-75.221230,-0.154870
-6763565.317186,-6771593.340940,43262.701077,-75.257300,-75.238340,-0.156390
-6764199.055883,-6772227.861273,43266.755186,-75.241410,-75.257300,-0.156920
-6765275.444664,-6773305.516059,43273.640618,-75.241930,-75.241410,-0.154580
-6766606.860371,-6774638.514705,43282.158668,-75.236120,-75.241930,-0.152840
-6768733.625983,-6776767.771024,43295.763163,-75.265570,-75.236120,-0.151620
-6771420.684989,-6779458.004268,43312.951179,-75.311090,-75.265570,-0.151850
-6774667.204632,-6782708.383916,43333.717331,-75.349160,-75.311090,-0.152300
-6778127.658843,-6786172.947273,43355.851852,-75.385010,-75.349160,-0.152070
-6781182.388905,-6789231.303670,43375.391480,-75.421980,-75.385010,-0.152070
-6783479.661201,-6791531.306363,43390.086249,-75.452450,-75.421980,-0.152420
-6785222.322109,-6793276.024278,43401.233134,-75.496730,-75.452450,-0.151770
-6786300.180027,-6794355.187084,43408.128324,-75.516220,-75.496730,-0.150410
-6787712.409098,-6795769.120161,43417.162257,-75.504370,-75.516220,-0.149240
-6788801.074693,-6796859.073743,43424.126485,-75.501930,-75.504370,-0.149720
-6790443.502717,-6798503.447250,43434.632130,-75.495650,-75.501930,-0.149890
-6792577.787596,-6800640.217379,43448.283737,-75.547420,-75.495650,-0.150060
-6794933.498824,-6802998.744349,43463.352180,-75.570340,-75.547420,-0.150050
-6797014.794882,-6805082.485571,43476.664895,-75.625630,-75.570340,-0.149500
-6798253.803778,-6806322.993732,43484.590303,-75.647000,-75.625630,-0.149080
-6799309.282353,-6807379.738514,43491.341569,-75.659800,-75.647000,-0.148810
-6800001.862545,-6808073.174281,43495.771571,-75.634490,-75.659800,-0.149410
-6800727.672242,-6808799.827770,43500.414055,-75.629470,-75.634490,-0.150970
-6801266.072469,-6809338.849889,43503.857492,-75.640400,-75.629470,-0.151250
-6802432.940625,-6810507.083721,43511.321730,-75.671220,-75.640400,-0.150580
-6803011.937751,-6811086.776573,43515.025944,-75.696130,-75.671220,-0.148950
-6803028.743747,-6811103.620677,43515.134500,-75.695910,-75.696130,-0.147830
-6802773.681428,-6810848.245910,43513.503391,-75.714590,-75.695910,-0.146940
-6802843.712935,-6810918.416965,43513.952038,-75.670120,-75.714590,-0.146800
-6804147.340009,-6812223.574749,43522.290847,-75.643750,-75.670120,-0.147210
-6805359.912073,-6813437.550017,43530.046870,-75.655200,-75.643750,-0.147510
-6807813.293050,-6815893.803621,43545.739608,-75.701110,-75.655200,-0.147630
-6810851.134059,-6818935.224659,43565.171055,-75.782950,-75.701110,-0.147280
-6813623.925087,-6821711.365177,43582.907600,-75.795450,-75.782950,-0.146660
-6816085.362896,-6824175.704513,43598.652558,-75.833850,-75.795450,-0.146640
-6817557.494879,-6825649.608390,43608.069336,-75.848220,-75.833850,-0.145430
-6819993.083056,-6828088.103525,43623.648904,-75.841390,-75.848220,-0.144780
-6821975.862411,-6830073.212068,43636.332106,-75.866780,-75.841390,-0.145300
-6823356.689581,-6831455.677894,43645.163875,-75.882010,-75.866780,-0.145170
-6824425.232082,-6832525.438981,43651.998565,-75.957280,-75.882010,-0.146530
-6825629.491996,-6833731.188633,43659.701234,-75.967580,-75.957280,-0.145850
-6827569.267869,-6835673.306356,43672.109541,-75.939230,-75.967580,-0.145150
-6829145.734003,-6837251.638411,43682.193819,-75.913770,-75.939230,-0.145000
-6830793.990876,-6838901.795472,43692.736526,-75.946270,-75.913770,-0.145290
-6833049.831789,-6841160.282064,43707.165560,-76.011400,-75.946270,-0.146180
-6835834.869020,-6843948.639993,43724.979710,-76.062550,-76.011400,-0.146400
-6838218.098415,-6846334.731620,43740.224208,-76.077490,-76.062550,-0.145640
-6839433.390396,-6847551.469591,43747.998124,-76.090240,-76.077490,-0.144650
-6839746.714558,-6847865.168054,43750.002484,-76.099870,-76.090240,-0.144370
-6840573.575230,-6848693.015228,43755.291308,-76.105680,-76.099870,-0.144890
-6841675.618794,-6849796.386323,43762.340376,-76.092910,-76.105680,-0.145610
-6843354.394588,-6851477.145852,43773.078338,-76.083520,-76.092910,-0.146070
-6844946.962860,-6853071.554666,43783.264886,-76.131830,-76.083520,-0.146450
-6846425.666966,-6854552.023590,43792.723396,-76.163390,-76.131830,-0.145810
-6848036.311257,-6856164.568744,43803.025830,-76.211370,-76.163390,-0.145160
-6849951.863673,-6858082.439425,43815.279190,-76.212150,-76.211370,-0.145100
-6852047.198702,-6860180.283472,43828.682054,-76.192300,-76.212150,-0.144720
-6853842.550032,-6861977.741544,43840.166078,-76.191290,-76.192300,-0.145250
-6855585.831883,-6863723.030547,43851.316287,-76.260310,-76.191290,-0.145640
-6857386.103245,-6865525.460619,43862.831529,-76.302610,-76.260310,-0.145740
-6859780.825990,-6867923.041198,43878.149403,-76.331130,-76.302610,-0.145700
-6861246.472981,-6869390.460626,43887.524958,-76.328400,-76.331130,-0.145130
-6862536.071557,-6870681.595605,43895.774208,-76.313080,-76.328400,-0.144230
-6863931.023526,-6872078.158567,43904.697334,-76.351800,-76.313080,-0.144100
-6865345.679578,-6873494.518605,43913.746054,-76.359620,-76.351800,-0.143580
-6867519.315969,-6875670.713899,43927.649541,-76.388670,-76.359620,-0.144270
-6868888.812336,-6877041.834238,43936.408812,-76.425300,-76.388670,-0.144540
-6871200.636448,-6879356.431602,43951.196009,-76.421960,-76.425300,-0.144820
-6873993.599958,-6882152.685307,43969.060621,-76.457520,-76.421960,-0.145710
-6876288.604986,-6884450.451589,43983.740498,-76.441460,-76.457520,-0.146510
-6879202.513642,-6887367.739570,44002.378417,-76.512520,-76.441460,-0.146730
-6881338.626219,-6889506.400807,44016.042003,-76.574050,-76.512520,-0.146590
-6883807.404759,-6891978.156245,44031.833851,-76.578180,-76.574050,-0.145730
-6884967.950796,-6893140.057492,44039.257450,-76.615990,-76.578180,-0.145500
-6885214.356690,-6893386.799804,44040.834077,-76.600500,-76.615990,-0.145760
-6885512.454140,-6893685.235472,44042.741040,-76.607300,-76.600500,-0.145190
-6885778.143532,-6893951.258731,44044.440669,-76.591460,-76.607300,-0.144400
-6886821.005942,-6894995.345807,44051.112015,-76.591240,-76.591460,-0.144500
-6888514.554030,-6896690.893636,44061.944133,-76.599580,-76.591240,-0.143550
-6891085.949447,-6899265.318551,44078.392121,-76.632300,-76.599580,-0.145380
-6894089.970648,-6902272.898031,44097.606322,-76.671340,-76.632300,-0.145800
-6897020.636825,-6905207.034857,44116.351420,-76.718530,-76.671340,-0.145560
-6899734.878739,-6907924.501288,44133.712724,-76.762730,-76.718530,-0.146350
-6902049.581803,-6910241.970566,44148.517896,-76.789850,-76.762730,-0.146610
-6903734.836213,-6911929.245972,44159.297268,-76.792720,-76.789850,-0.147900
-6905143.858143,-6913339.926187,44168.309553,-76.812400,-76.792720,-0.148990
-6906622.838431,-6914820.669699,44177.769626,-76.824510,-76.812400,-0.148290
-6908395.445652,-6916595.385202,44189.108459,-76.830510,-76.824510,-0.147490
-6910341.923367,-6918544.154452,44201.559374,-76.856270,-76.830510,-0.147400
-6912524.069311,-6920728.885289,44215.517148,-76.888490,-76.856270,-0.147140
-6915269.611878,-6923477.693698,44233.078865,-76.911440,-76.888490,-0.147490
-6918456.927756,-6926668.786663,44253.465970,-76.942820,-76.911440,-0.148000
-6921063.092343,-6929278.048256,44270.136020,-76.969070,-76.942820,-0.148790
-6923359.138013,-6931576.799307,44284.822132,-77.013220,-76.969070,-0.149050
-6925179.268037,-6933399.085715,44296.464315,-77.067910,-77.013220,-0.148950
-6926290.456778,-6934511.646841,44303.572314,-77.062550,-77.067910,-0.148070
-6926754.419578,-6934976.154707,44306.539934,-77.064780,-77.062550,-0.147340
-6926808.894798,-6935030.699915,44306.888341,-77.063830,-77.064780,-0.148500
-6927712.878752,-6935935.774079,44312.670237,-77.042900,-77.063830,-0.149780
-6929646.860533,-6937872.030850,44325.040298,-77.043510,-77.042900,-0.150250
-6931880.864924,-6940108.660725,44339.330145,-77.071070,-77.043510,-0.150140
-6935062.214332,-6943293.759927,44359.679349,-77.121950,-77.071070,-0.149360
-6938330.895435,-6946566.308384,44380.587661,-77.192070,-77.121950,-0.149830
-6941616.069145,-6949855.421019,44401.601074,-77.213860,-77.192070,-0.149100
-6943993.445632,-6952235.607528,44416.807586,-77.255470,-77.213860,-0.148450
-6944920.088965,-6953163.378067,44422.734729,-77.262430,-77.255470,-0.149230
-6946340.979548,-6954585.940569,44431.822283,-77.289180,-77.262430,-0.150630
-6947552.761082,-6955799.198473,44439.573091,-77.279140,-77.289180,-0.152150
-6949479.078410,-6957727.808947,44451.894199,-77.253360,-77.279140,-0.152050
-6951216.131550,-6959466.856717,44463.005109,-77.306210,-77.253360,-0.152250
-6952576.627932,-6960828.982845,44471.707524,-77.335630,-77.306210,-0.151620
-6953932.019044,-6962185.962476,44480.377032,-77.389630,-77.335630,-0.151190
-6954983.313859,-6963238.543767,44487.101846,-77.405480,-77.389630,-0.151460
-6956267.182322,-6964523.985537,44495.314248,-77.370310,-77.405480,-0.151360
-6958391.148859,-6966650.461295,44508.900180,-77.343820,-77.370310,-0.151870
-6960821.387172,-6969083.532374,44524.444869,-77.376710,-77.343820,-0.152130
-6963337.909071,-6971603.019638,44540.541001,-77.421350,-77.376710,-0.151310
-6966132.340279,-6974400.712903,44558.414697,-77.530010,-77.421350,-0.152340
-6968084.769342,-6976355.530484,44570.902771,-77.566340,-77.530010,-0.153790
-6969768.442143,-6978041.261007,44581.672009,-77.536330,-77.566340,-0.154430
-6970376.403248,-6978649.928725,44585.560615,-77.529550,-77.536330,-0.154690
-6970743.237456,-6979017.208175,44587.907489,-77.506310,-77.529550,-0.153910
-6971713.194809,-6979988.270176,44594.111330,-77.533520,-77.506310,-0.152540
-6972748.087831,-6981024.382821,44600.730992,-77.569460,-77.533520,-0.153760
-6974227.848145,-6982505.913242,44610.195207,-77.590810,-77.569460,-0.154780
-6975485.517367,-6983765.088812,44618.239136,-77.599080,-77.590810,-0.156270
-6977060.987046,-6985342.436998,44628.316398,-77.597710,-77.599080,-0.157520
-6979228.944007,-6987512.962452,44642.183511,-77.603410,-77.597710,-0.156530
